"","data_train_30$X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents"
"22666",128643,0,0.053919634,47,0,0.344265764,4725,6,0,2,0,3
"22667",128651,0,0.018066721,65,0,0.004144852,4583,10,0,0,0,0
"22668",128659,0,0.637406966,28,0,0.552289429,3537,10,0,1,0,0
"22669",128664,0,0.343911471,80,0,0.309393212,5833,10,0,1,0,0
"22670",128673,0,0.039373422,49,0,0.24245313,9440,5,0,1,0,4
"22671",128718,0,0.649870026,42,0,0.188891039,5166,4,0,0,0,3
"22672",128722,0,0.060246988,46,0,0.004456328,7853,4,0,0,0,0
"22673",128729,0,0.490834368,61,0,0.327020351,8500,16,0,1,0,0
"22674",128731,0,0.076360077,68,0,0.163604549,8000,8,0,1,0,0
"22675",128734,0,0.206895286,48,0,0.646927996,3596,5,0,1,0,0
"22676",128736,1,1.012329499,68,2,0.403740729,3100,2,2,0,0,1
"22677",128737,0,0.096699051,44,0,0.549014163,3600,3,0,1,0,2
"22678",128743,0,1.08985025,27,1,0.314121037,1040,5,1,0,0,1
"22679",128752,0,0.268752732,43,0,0.32790224,5400,7,0,1,0,0
"22680",128755,0,0.127659574,61,0,0.363011081,5233,13,0,2,0,0
"22681",128762,1,0.749707558,49,0,0.370859445,4467,10,1,1,1,1
"22682",128764,0,0.979082344,41,0,0.943150685,2919,11,0,1,0,3
"22683",128775,0,0.271728272,27,0,0.868263473,500,3,0,0,0,0
"22684",128782,0,0.532054647,46,0,0.285438233,7244,7,0,1,0,2
"22685",128784,0,0.21813943,58,0,0.25378717,5346,9,0,0,0,4
"22686",128786,0,0.435570554,69,0,0.225167411,3583,5,0,1,0,0
"22687",128792,0,0.090297558,30,0,0.161967606,3333,7,0,0,0,0
"22688",128800,1,0.774848067,63,0,0.882876712,4379,22,0,2,0,0
"22689",128812,0,0.076758348,44,0,0.475628046,5333,13,0,2,0,0
"22690",128816,0,0.160901777,68,0,0.114945322,12344,7,0,2,0,0
"22691",128837,0,0.9999999,55,0,0.567727609,1350,0,1,0,0,0
"22692",128839,1,0.295829607,30,0,1.231256248,3000,14,0,2,0,0
"22693",128843,0,0.457157322,44,2,0.014228723,7519,5,0,0,0,1
"22694",128848,0,0.515318701,57,0,0.561271936,6666,8,0,2,0,1
"22695",128850,0,0.640094712,61,0,0.015996445,4500,4,1,0,0,0
"22696",128857,0,0.913572733,28,1,0.267306374,4376,9,0,0,0,0
"22697",128858,1,0.156719473,54,0,0.290512669,3393,9,0,0,0,0
"22698",128859,0,0.0069995,38,0,0.30215034,5440,4,0,1,0,3
"22699",128860,0,0.300058217,61,0,0.248343292,9204,15,0,1,0,0
"22700",128872,0,0.267607288,58,0,0.270102802,7100,9,0,1,0,0
"22701",128882,1,0.8035236,58,2,0.170923953,6850,4,0,0,0,0
"22702",128885,1,0.049164885,41,0,0.414623415,25000,11,0,3,0,1
"22703",128886,0,0.340912776,58,0,0.257751258,8546,6,0,1,0,2
"22704",128892,0,1.180546302,46,0,0.207194245,2779,5,0,0,0,0
"22705",128898,1,0.934637712,40,0,0.075194621,5651,5,1,0,0,3
"22706",128901,1,0.834466214,54,0,0.177503933,3813,6,1,0,0,0
"22707",128922,1,0.9999999,41,0,0.20472837,3975,5,0,0,0,2
"22708",128927,0,0.001993928,33,0,0.378659414,6250,12,0,2,0,0
"22709",128930,0,0,36,0,0.28449724,8333,15,0,1,0,1
"22710",128935,1,0.906616612,28,0,0.103958417,2500,3,1,0,1,0
"22711",128943,1,0.029580868,67,0,0.282114907,15716,4,1,1,0,0
"22712",128946,1,0.371207966,45,2,0.341180667,5606,12,0,1,0,1
"22713",128947,0,0.432097609,45,0,0.376058462,8620,9,0,1,0,0
"22714",128950,1,0.522606616,47,0,0.510578935,4300,12,0,1,0,1
"22715",128953,1,0.917160699,39,2,0.510761716,6550,19,0,2,0,0
"22716",128954,0,0.443860351,51,0,0.180790226,7693,2,0,1,0,3
"22717",128957,0,1.074985003,77,0,0.070309897,3000,3,0,0,0,0
"22718",128959,0,0.162165839,33,0,0.613936592,9083,12,0,6,0,1
"22719",128964,1,0.991440799,44,2,0.482680935,3550,7,0,1,1,2
"22720",128965,0,0.080879902,48,0,0.200127402,9418,5,0,1,0,5
"22721",128968,1,0.798256857,27,0,0.352647353,1000,7,0,0,0,0
"22722",128969,1,0.9999999,56,1,0,5166,0,3,0,0,0
"22723",128970,0,0.201222779,62,0,0.127781368,10830,10,0,1,0,1
"22724",128979,0,0.048867441,79,0,0.214703168,6501,9,0,1,0,0
"22725",128982,0,0.23678074,44,0,0.713084853,6304,13,0,2,0,0
"22726",128984,0,0.045439348,55,0,0.723368183,3538,12,0,1,0,0
"22727",128989,0,0.160647667,46,0,0.524463405,7500,7,0,2,0,1
"22728",129003,1,0.534057309,35,1,1.200228506,3500,22,0,2,0,0
"22729",129007,0,0.685573286,54,0,0.531395814,7500,13,0,1,0,0
"22730",129021,0,0.969722936,27,0,0.110278524,7072,13,0,0,0,0
"22731",129023,0,0.018955698,77,0,0.001999667,6000,4,0,0,0,0
"22732",129025,0,0.301347611,74,0,0.712595908,6255,21,0,2,0,0
"22733",129028,0,0,33,0,0,1600,1,0,0,0,0
"22734",129039,1,1.011687669,41,0,1.704893868,6783,10,0,2,0,0
"22735",129047,0,0.011525873,52,0,0.342555814,7300,14,0,2,0,2
"22736",129048,0,0.417002,36,0,0.136295929,12083,5,0,0,0,3
"22737",129050,0,0.208877229,63,0,0.430418361,6883,20,0,2,0,0
"22738",129054,0,0.281959266,56,0,1.220508426,3500,10,0,1,0,0
"22739",129058,0,0.193595728,78,0,0.257969799,2383,8,0,0,0,1
"22740",129062,1,0.797756717,42,0,0.500874781,4000,5,0,1,0,1
"22741",129065,0,0.470741608,44,0,0.164847334,6320,5,0,0,0,0
"22742",129076,0,0.171570391,36,3,0.170157068,4583,7,0,0,0,2
"22743",129080,0,0.03904081,44,0,0.549645035,10000,11,0,3,0,4
"22744",129081,0,0.147423306,65,0,0.980299912,3400,16,0,2,0,0
"22745",129092,0,0.029953943,49,0,0.318001136,3521,12,0,1,0,2
"22746",129113,0,0.866416979,28,0,0.055005393,10198,3,0,0,0,0
"22747",129114,1,0.9999999,31,1,0.643921192,2080,2,4,1,1,2
"22748",129156,0,0.429534141,40,0,0.326882761,6200,6,0,1,0,0
"22749",129157,0,0.039954918,59,0,0.16669831,10533,6,0,1,0,1
"22750",129158,1,0.079202745,73,2,0.179411485,10500,5,0,1,0,0
"22751",129162,0,1.09017287,66,4,0.552182163,1053,13,1,0,2,0
"22752",129166,0,0.045207287,48,0,0.753298681,2500,13,0,1,0,2
"22753",129171,0,0.392121576,48,2,0.522590964,2500,4,0,1,0,0
"22754",129184,0,0.032053642,53,0,0.025487256,2000,3,0,0,0,0
"22755",129189,0,0.099360625,52,0,0.015517517,6250,8,0,0,0,3
"22756",129204,1,0.9999999,32,0,0.017050837,3166,1,0,0,0,0
"22757",129207,0,0,87,0,0,4105.07773050136,4,0,0,0,0
"22758",129214,0,0.113711862,76,0,0.202877925,12647,9,0,2,0,1
"22759",129216,0,0.000614262,50,0,0,8723,8,0,0,0,1
"22760",129224,0,0.053122925,31,0,0.281977442,8333,4,0,1,0,1
"22761",129225,1,1.03150349,41,6,0.316843547,11683,4,0,1,1,1
"22762",129226,0,0.9999999,31,0,0,0,0,0,0,0,0
"22763",129237,0,0.008990708,39,0,0.230558614,33600,13,0,1,0,2
"22764",129255,0,0.102642746,28,0,0.199500208,2400,9,0,0,0,0
"22765",129265,0,0.004116359,75,1,0.140643226,6000,9,0,1,0,0
"22766",129266,0,0.046016104,61,0,0.165275597,12100,8,0,1,0,0
"22767",129270,1,0.555238695,53,2,0.363873254,9593,9,1,1,2,1
"22768",129281,0,0.003454456,57,0,0.001059696,2830,5,0,0,0,0
"22769",129295,0,0.368574938,49,0,0.228847822,54166,11,0,3,0,4
"22770",129302,0,0.085727413,59,0,0.368557404,7333,6,0,2,0,3
"22771",129303,1,0.9999999,30,0,0,3157.32920677642,1,0,0,0,0
"22772",129304,1,0.087515152,50,1,0.623595506,6585,22,0,2,0,1
"22773",129313,1,0.695860828,68,2,0.757620272,2722,6,3,1,0,1
"22774",129340,0,0.658577328,64,0,0.450033356,7494,14,0,1,0,1
"22775",129341,0,0.253666982,54,1,0.329299216,8675,18,0,1,0,2
"22776",129342,0,0.300973002,56,0,0.619076185,5000,15,0,2,0,0
"22777",129344,0,0.9999999,54,1,0.076154212,2100,1,1,0,0,0
"22778",129346,0,0,59,0,0.013516309,14500,3,0,0,0,2
"22779",129348,0,0.827796185,33,0,0.933050847,2359,6,0,2,0,1
"22780",129351,0,0.05821486,44,0,0.159784946,9299,4,0,1,0,0
"22781",129353,0,0.884534482,47,0,0.97630694,6541,9,0,2,0,1
"22782",129355,0,0.005918759,51,0,0.061924148,14000,5,0,0,0,2
"22783",129358,1,0.965939533,41,5,0.198753297,8341,7,2,1,0,0
"22784",129361,1,0.739438649,42,0,0.06688502,5800,9,1,0,0,2
"22785",129376,0,0.073892611,62,0,0.32251972,9000,5,0,1,0,1
"22786",129378,0,0.576255693,58,0,0.158954675,19017,12,0,0,0,1
"22787",129382,0,0,66,0,0,800,1,0,0,0,0
"22788",129384,0,0.091493189,48,0,0.264133528,13000,12,0,1,0,1
"22789",129390,0,0,62,0,0.06485464,83000,10,0,4,0,0
"22790",129400,0,0.005777489,52,0,0.24838013,8333,11,0,1,0,0
"22791",129406,1,0.9999999,56,0,0,4230.13625701009,0,0,0,0,0
"22792",129407,0,0.600895964,57,0,0.173281034,4333,15,0,0,0,0
"22793",129414,0,0.501968164,61,0,0.239486695,18000,8,0,3,0,2
"22794",129417,0,0.200242796,79,0,0.256200281,4273,6,0,0,0,0
"22795",129425,0,0.007617423,30,0,0.76521511,3811,9,0,1,0,0
"22796",129430,0,0.056751468,40,0,0.460266577,5926,13,0,1,0,1
"22797",129435,0,0.466123704,38,0,0.384168482,4130,16,0,0,0,0
"22798",129438,1,0.930738409,48,0,0.56473921,6000,13,1,1,0,1
"22799",129447,0,0.059551258,61,1,0.020862309,6470,5,0,0,0,0
"22800",129451,1,0.9999999,34,0,0.131401449,4002,2,1,0,0,4
"22801",129462,0,0.004945383,27,0,0.414634146,2500,8,0,1,0,0
"22802",129464,0,0.070735601,65,0,0.239736502,8500,7,0,1,0,0
"22803",129465,0,0.407932011,45,0,0.066165286,11833,3,0,0,0,2
"22804",129466,1,0.546308676,36,0,1.178397579,7600,12,0,4,0,0
"22805",129468,0,0.003839478,75,0,0.225794033,5194,11,0,2,0,0
"22806",129471,1,0.687176198,42,0,0.874524112,6303,11,0,3,0,1
"22807",129474,0,0.406537091,52,0,1.459425718,800,7,0,2,0,0
"22808",129476,0,0.225288736,47,1,0.877704194,2264,5,0,1,0,2
"22809",129479,0,0.485324393,41,0,0.402705061,4583,3,0,1,0,2
"22810",129485,0,0.050862492,30,0,0.057407112,6270,7,0,0,0,0
"22811",129495,0,0.9999999,31,2,0.07417103,4583,4,2,0,0,1
"22812",129498,1,0.860174782,50,2,0.39433062,7125,8,13,3,0,1
"22813",129500,1,0.27921854,43,0,0.455823793,8035,20,0,2,0,2
"22814",129502,0,0.035964036,22,0,0.001075269,929,2,0,0,0,0
"22815",129506,1,0.210251472,51,1,0.784920752,6750,10,2,4,1,2
"22816",129514,0,0.018507498,56,0,0.820458977,6666,22,0,3,0,0
"22817",129519,0,0.14371018,42,0,0.201389376,14250,8,0,1,0,2
"22818",129528,0,0.041866776,74,0,0.117875792,9000,11,0,2,0,0
"22819",129529,1,0.145073324,44,1,0.685263563,5197,8,0,2,2,3
"22820",129530,0,0.536349387,52,0,0.45897969,6252,9,0,1,0,2
"22821",129534,0,0.376438881,58,0,0.432313537,5000,14,0,1,0,0
"22822",129535,0,0.051789642,60,0,0.377035254,7062,5,0,1,0,0
"22823",129536,1,0.521478521,26,1,0.005861665,2558,1,0,0,1,1
"22824",129537,0,0.113423582,56,0,0.266878045,12930,11,0,2,0,1
"22825",129539,0,0.012893954,58,0,0.138893055,13333,9,0,1,0,0
"22826",129543,1,1.02994012,64,1,0.23965207,3333,3,1,1,0,0
"22827",129546,0,0.068417014,65,0,0.14848144,8000,5,0,2,0,1
"22828",129564,1,0.021626946,62,0,0.323211973,6948,12,1,2,0,1
"22829",129578,1,0.94507086,45,1,0.552198688,9300,9,0,2,0,0
"22830",129582,1,0.948217769,57,0,0.827442192,9816,14,0,2,0,1
"22831",129597,0,0.150034322,68,0,0.152802571,2800,8,0,0,0,0
"22832",129607,0,0.652080012,52,1,0.436005389,5937,9,0,1,0,0
"22833",129608,0,0.245345818,43,0,1.697321072,2500,10,0,2,0,0
"22834",129613,1,0.900915903,31,0,0.565623992,3100,7,1,2,0,0
"22835",129617,0,0.125315353,62,0,0.030904408,6600,8,1,0,0,1
"22836",129621,0,0.50234487,44,0,0.373804574,2404,3,0,0,0,0
"22837",129626,0,0.038202679,57,0,0.459183673,10583,16,0,5,0,2
"22838",129628,0,0,70,0,0,2000,5,0,0,0,0
"22839",129630,0,0.060448993,65,0,0.01089039,9916,6,0,0,0,0
"22840",129640,0,0.029120951,61,0,0.285047433,6640,16,0,1,0,0
"22841",129644,0,0.000249994,40,1,0.539763113,6500,7,0,2,0,0
"22842",129649,0,0.781383568,46,2,0.191965097,5500,6,0,0,0,0
"22843",129665,1,0.32183908,28,0,0.317835671,2494,8,0,0,0,0
"22844",129674,0,0.001849954,62,0,0.06765521,35000,15,0,1,0,1
"22845",129682,0,0.147747324,48,0,0.006626173,5432,3,0,0,0,0
"22846",129694,0,0.063793621,48,0,0.43477238,8500,8,0,4,0,0
"22847",129704,0,0.038994429,67,0,0.00139972,5000,6,0,0,0,0
"22848",129712,0,0.021268822,72,0,0.024162618,7821,6,0,0,0,0
"22849",129717,0,0.035931061,64,0,0.205598134,6001,22,1,0,0,0
"22850",129719,1,0.9999999,43,2,0.561815336,1916,5,2,2,2,0
"22851",129722,0,0.475349371,66,0,0.467285488,4416,8,0,1,0,0
"22852",129726,0,0.407952006,44,1,0.026661588,5250,5,0,0,0,2
"22853",129730,0,0.957426064,44,0,0.321856838,13592,5,0,2,0,0
"22854",129736,0,0.834300322,64,0,0.6464,12499,17,0,2,0,0
"22855",129738,0,0.01066643,58,0,0.062144285,6500,4,0,1,0,0
"22856",129749,0,0.0456621,45,0,0.712821795,4000,7,0,2,0,2
"22857",129750,1,1.009946442,50,1,0.661039174,6100,4,0,1,0,0
"22858",129762,1,1.023415191,61,2,0.28452232,2396,4,2,0,0,0
"22859",129767,0,0.011920784,66,0,0.00040404,2474,1,0,0,0,0
"22860",129771,0,0.924302789,44,0,0.234118487,1400,3,0,0,0,0
"22861",129772,0,0.025063708,54,0,0.356064394,10000,14,0,2,0,3
"22862",129798,0,0.351029936,38,0,0.401119776,5000,7,0,0,0,3
"22863",129799,0,0.095674967,49,0,0.812509375,6666,23,0,4,0,1
"22864",129813,1,0.964132677,41,1,0.222506394,4300,7,1,0,0,0
"22865",129815,1,0.99160112,32,0,0.234423408,2904,8,0,0,0,0
"22866",129823,0,0.047185498,60,1,0.254293771,3900,10,0,1,0,1
"22867",129825,0,0.063358284,62,0,0.206410411,8298,12,0,1,0,1
"22868",129827,1,0.408962218,51,0,0.687862428,5000,21,0,2,0,0
"22869",129832,1,0.230393952,50,3,0.765948458,7100,43,0,2,0,1
"22870",129840,0,0.098839818,70,0,0.014469453,3109,4,0,0,0,1
"22871",129844,0,0.293133588,50,2,0.398428291,2544,14,0,1,0,0
"22872",129845,0,0.145309493,48,0,0.131722483,18333,35,0,1,1,0
"22873",129859,0,0.06756237,81,0,0.568357911,4000,11,0,3,0,0
"22874",129863,0,0.051983302,48,0,0.170259609,10900,5,0,2,0,1
"22875",129867,1,0.429311621,40,0,0.160262418,3200,4,1,0,0,4
"22876",129868,0,0.390922528,60,0,0.679896622,5416,12,0,3,0,1
"22877",129870,0,0.18254497,58,0,0.14644621,4656,6,0,0,0,0
"22878",129885,0,0.07759612,63,0,0.243883189,3800,7,0,1,0,0
"22879",129915,0,0.276011697,51,0,0.337221038,8916,7,0,1,0,1
"22880",129921,1,0.88487423,34,0,0.369317294,6400,10,0,2,0,0
"22881",129929,1,0.558888222,48,0,0.036940461,2300,2,0,0,0,1
"22882",129940,0,0.280331744,68,0,0.141259885,11000,8,0,2,0,1
"22883",129955,1,0.577714049,33,0,0.616247013,5440,10,0,1,0,2
"22884",129956,0,0.966953624,37,0,0.263360246,2600,6,0,0,0,3
"22885",129958,0,0.325215316,41,1,0.501315559,5700,9,0,1,0,2
"22886",129959,0,0.077403625,59,0,0.677966102,2300,13,1,1,0,0
"22887",129966,0,0.377322306,43,0,0.86677987,6477,12,0,2,0,2
"22888",129967,0,1.100362455,32,0,0.632333768,2300,4,0,1,0,1
"22889",129969,0,0.030532963,55,0,0.243822311,7000,14,0,2,0,2
"22890",129970,1,0.871046725,29,1,0.51228437,3825,12,0,2,0,2
"22891",129972,0,0.331576077,27,0,0.458033573,1250,4,0,0,0,0
"22892",129973,0,0.001448176,38,0,0.292589902,5505,5,0,2,0,0
"22893",129974,0,0.19225393,64,0,0.350264468,12855,8,0,1,0,1
"22894",129975,0,0.828776908,54,0,0.845716783,4575,12,0,3,0,0
"22895",129979,1,1.069302379,38,2,0.313789655,11000,7,0,4,0,0
"22896",129983,0,0.074934839,78,0,0.081989751,8000,19,0,0,0,1
"22897",129991,1,0.532467532,24,0,0.094160968,1900,2,0,0,0,0
"22898",129992,1,0.861663137,57,2,0.801717172,9899,20,0,3,0,4
"22899",129995,0,0.9999999,47,0,0.48970206,5000,7,0,2,0,0
"22900",129998,0,0.1216969,52,1,0.442407729,4036,6,0,1,1,1
"22901",130023,1,0.063147697,68,1,0.476053502,6952,14,1,2,0,1
"22902",130026,0,0.008860647,63,0,0.003775366,8475,7,0,0,0,0
"22903",130038,0,0.080271224,66,0,0.790023997,5833,10,0,4,0,0
"22904",130039,1,0.006554813,50,3,0.043935758,5416,9,0,0,0,0
"22905",130040,1,0.408084559,51,0,0.23068625,12050,10,0,0,0,1
"22906",130044,0,0.674248338,44,0,0.994119088,4080,10,0,2,0,3
"22907",130050,0,0.977674109,31,0,0.547726137,2000,3,0,1,0,2
"22908",130053,0,0.06719664,55,0,0.258944154,4583,4,0,1,0,0
"22909",130063,0,0.136345462,26,1,0.003844675,2600,1,0,0,0,0
"22910",130066,0,0.033081011,82,0,0.009229755,9100,8,0,0,0,0
"22911",130068,0,0,24,0,0,0,1,0,0,0,0
"22912",130071,0,0.006374841,50,0,0.284671533,5068,5,0,3,0,1
"22913",130088,1,0.527767173,60,4,0.216532553,4100,10,4,0,0,1
"22914",130091,0,0.145170966,24,0,0.102056216,5300,5,0,0,1,0
"22915",130104,0,0.182427218,60,0,1.077926312,3066,8,0,1,0,2
"22916",130124,0,0.016695362,50,0,0.603403816,3877,23,0,3,0,1
"22917",130128,0,0.366960279,70,0,0.151461988,3419,8,0,0,0,0
"22918",130131,0,0,65,0,0.158743331,8434,8,0,2,0,0
"22919",130137,0,0.040553508,52,1,0.555218906,6600,24,0,1,0,1
"22920",130140,0,0.02279886,58,0,0.098975256,4000,6,0,0,0,0
"22921",130142,0,0.097896737,67,0,0.018719421,4700,1,0,0,0,0
"22922",130163,0,0.233926502,44,0,0.207992411,8432,9,0,2,0,4
"22923",130164,0,0.683330953,26,1,0.097414655,7000,8,0,0,0,0
"22924",130166,0,0,64,0,0.010501193,2094,5,0,0,0,0
"22925",130167,0,0.794710264,47,0,0.21206329,9416,5,0,2,0,3
"22926",130171,0,0.31018099,44,0,0.225086102,9000,13,0,1,0,2
"22927",130177,1,0.088828398,35,0,0.335305391,12000,9,0,1,0,0
"22928",130182,0,0.055369002,34,0,0.261820748,4250,7,0,1,0,0
"22929",130186,0,0.047831106,45,0,0.211513372,6131,17,0,0,0,1
"22930",130187,1,0.908380294,57,0,0.116913484,6414,3,0,1,0,0
"22931",130190,0,0.022485072,78,0,0.318692543,3915,11,0,1,0,0
"22932",130200,1,0.947026487,35,3,0.110773439,6580,9,0,0,0,2
"22933",130201,0,0.9999999,22,0,0,0,1,0,0,0,0
"22934",130206,0,0.371838847,64,0,0.153925266,2916,3,0,0,0,0
"22935",130209,1,0.9999999,36,0,0.012699788,60000,2,2,0,0,0
"22936",130210,1,0.722336686,34,0,0.419989367,3761,4,1,1,1,3
"22937",130213,0,0.313609242,52,1,0.288001008,7933,14,0,2,0,0
"22938",130214,0,0.9999999,64,0,0.43905552,4700,2,0,1,0,0
"22939",130226,1,0.296209078,53,0,0.438146463,4833,15,0,2,0,1
"22940",130236,0,0.00146756,51,0,0.222336947,5810,14,0,1,0,0
"22941",130237,0,0.180055085,54,0,0.03952337,11916,7,0,0,0,2
"22942",130238,0,0.035498728,50,0,0.321893949,7750,9,0,3,0,2
"22943",130242,1,0.9999999,36,0,0,2708,0,1,0,0,0
"22944",130246,0,0.008970869,43,0,0.131287831,4790,13,0,1,0,1
"22945",130247,0,0.231498367,42,0,0.171482852,10000,9,0,2,0,3
"22946",130248,0,0.786344194,59,0,0.446610692,21080,15,0,2,0,0
"22947",130251,0,0.007697968,49,0,0.276958659,6917,11,0,1,0,1
"22948",130254,0,0.044192916,56,0,0.290541892,5000,10,0,2,0,0
"22949",130266,0,0,35,0,0.148029331,4363,5,0,1,0,4
"22950",130269,1,0.358599344,52,0,0.624309392,3800,16,0,2,0,2
"22951",130272,0,0.015774916,37,0,0.337787474,11000,16,0,3,0,2
"22952",130282,0,0.376795815,62,0,0.171591565,15600,7,0,2,0,0
"22953",130295,0,0.064365418,61,1,0.369648808,3900,10,0,1,0,0
"22954",130297,1,0.994300142,47,0,0.1020705,11687,2,0,0,0,0
"22955",130298,0,0.045305589,58,0,0.131988397,7583,12,0,1,0,2
"22956",130302,0,0.148892933,49,2,0.398405886,8154,17,0,2,0,2
"22957",130312,0,0.238274978,41,0,0.157968406,5000,6,0,0,0,2
"22958",130317,1,0.9999999,64,1,0.569518717,2243,7,0,1,2,0
"22959",130335,0,0.002066529,62,0,0.450196358,2800,3,0,1,0,0
"22960",130337,0,0.9999999,26,0,0.051948052,1000,0,0,0,0,0
"22961",130345,1,0.888149134,41,0,0.380516236,1200,6,0,0,1,1
"22962",130362,0,0.756802019,37,0,0.394218942,3251,5,0,0,0,0
"22963",130363,1,0.72927242,51,3,0.235343737,4741,6,1,1,1,0
"22964",130381,1,0.905167877,74,2,0.450144808,7250,7,0,2,0,0
"22965",130383,0,0.879343388,27,0,0.183204199,4000,5,0,0,0,0
"22966",130384,0,0.102227579,29,0,0.441317627,4583,13,0,2,0,1
"22967",130406,1,0.470430261,59,0,0.109160724,14583,9,0,0,0,3
"22968",130412,0,0.71680944,49,0,0.29318542,8833,4,0,1,0,0
"22969",130418,0,0.137661475,39,0,0.810836373,7400,10,0,1,0,3
"22970",130426,1,0.03678279,70,0,0.374375906,12417,10,0,3,0,0
"22971",130431,1,0.645418327,33,1,0.023574796,2332,2,0,0,0,0
"22972",130437,0,0.337035553,63,0,0.323051194,10762,14,0,5,0,1
"22973",130455,1,0.2268228,34,0,0.19730045,6000,12,2,1,0,3
"22974",130459,0,0.026537732,52,0,0.439317028,6500,8,0,2,0,1
"22975",130467,1,0.9999999,41,1,0.389276982,5725,5,0,2,0,2
"22976",130478,0,0.894026333,43,0,0.1260971,9000,4,0,0,0,0
"22977",130479,0,0.058736317,62,0,0.2467208,1600,16,0,0,0,0
"22978",130483,0,0.389669582,56,0,0.33946197,5166,13,0,1,0,0
"22979",130485,1,0.488430511,37,0,0.678939851,6300,13,0,2,0,3
"22980",130497,1,0.9999999,58,0,0,44514,0,0,0,0,0
"22981",130500,0,0.013319734,78,0,0.003090939,6146,3,0,0,0,0
"22982",130504,0,0.164142567,51,1,1.370524563,1200,8,0,1,0,0
"22983",130515,1,0.986401404,54,0,0.477124183,2600,9,0,0,0,0
"22984",130521,0,0.058193216,46,0,0.206684759,7000,8,0,1,0,0
"22985",130524,1,0.12972788,47,0,0.435282141,6875,17,0,1,0,2
"22986",130529,0,0.068154308,45,0,0.267627308,7147,5,0,1,0,3
"22987",130530,0,0.23010685,26,0,0.096619132,6240,5,0,0,0,0
"22988",130537,0,0.408440864,47,1,0.367500857,5833,12,0,2,0,0
"22989",130562,0,0.0534766,53,0,0.51107473,10383,19,0,5,0,3
"22990",130565,0,0.418401033,57,0,0.382026091,12417,17,0,2,0,0
"22991",130576,0,0,64,0,0,4319.80727783004,2,0,0,0,0
"22992",130577,0,0.13360895,55,0,0.273341125,7700,26,0,2,0,0
"22993",130596,0,0.400266087,52,0,0.294569964,10533,14,0,1,0,2
"22994",130598,1,0.641769724,35,0,0.66012045,3818,13,0,2,0,2
"22995",130600,1,0.536511337,37,0,0.888037321,3000,8,0,2,0,0
"22996",130607,0,0,55,0,0,8757.6474269733,4,0,0,0,0
"22997",130610,0,0.027014553,64,0,0.007330076,4501,5,0,0,0,1
"22998",130611,1,0.165682403,57,0,0.301222028,6300,18,0,2,0,2
"22999",130613,1,0.31898275,72,0,0.925653349,6657,13,0,3,0,0
"23000",130625,0,0.929691894,68,0,0.663185379,2680,7,0,2,0,0
"23001",130629,0,0.430000604,41,0,0.486051395,10000,15,0,2,0,0
"23002",130630,0,0.101781202,35,0,0.604299463,8000,11,0,1,0,2
"23003",130636,0,0.025958873,36,0,0.610408385,8300,22,0,2,0,0
"23004",130637,0,0.068831421,45,0,0.010569919,7000,6,0,0,0,2
"23005",130640,0,0.003850342,56,0,0.186583694,9480,17,0,2,0,0
"23006",130646,0,0.054423216,71,0,0.244851867,7526,7,0,2,0,0
"23007",130651,1,0.290059264,47,3,0.627312479,2972,8,3,1,1,3
"23008",130655,1,0.60411027,39,2,0.139972006,5000,4,1,0,0,0
"23009",130659,0,0.970673184,47,1,0.365987892,3633,12,0,1,0,2
"23010",130663,0,0.555885065,52,0,0.429633427,3900,14,0,1,0,0
"23011",130668,0,0.366551498,48,0,0.792157703,4666,15,0,2,0,0
"23012",130673,1,0.9999999,60,1,0.090753717,5850,7,0,1,0,2
"23013",130674,0,0.382539154,63,0,0.331839338,5800,3,0,1,0,0
"23014",130677,0,0.358063592,54,1,0.281815725,3700,16,0,0,0,0
"23015",130681,0,0,39,0,0.340191388,8359,13,0,2,0,0
"23016",130688,1,0.9999999,51,0,0.306192101,2050,3,0,0,0,0
"23017",130689,0,0.086598845,39,0,0.160604969,8330,9,0,1,0,2
"23018",130696,0,0,42,0,0.314624717,7500,5,0,1,0,1
"23019",130702,0,0.080303592,45,1,0.009252566,20750,6,0,0,0,0
"23020",130705,0,0.007303713,25,0,0.635809988,820,6,0,0,0,0
"23021",130707,0,0.200536987,43,0,0.06256696,4666,4,0,0,0,3
"23022",130709,0,0.055180564,35,2,0.271194915,14000,6,0,3,0,0
"23023",130715,1,0.244548189,48,0,0.687894298,8400,12,0,3,0,2
"23024",130717,1,0.066750175,58,0,0.335170207,11250,16,0,1,0,2
"23025",130724,0,0.825417458,37,0,0.321199813,6400,5,0,2,0,2
"23026",130731,0,0.136332652,42,0,0.058672901,8981,3,0,0,0,1
"23027",130733,0,0.119776045,43,0,0.480313418,5104,6,0,3,0,1
"23028",130737,0,0.052144389,63,0,0.180649462,10500,9,0,1,0,0
"23029",130749,0,0.000783617,57,0,0.288633966,7583,10,0,2,0,0
"23030",130752,1,0.346232688,75,0,0.248981859,5401,8,0,0,0,0
"23031",130760,0,0,59,0,0.292220467,10758,8,0,3,0,3
